Drug_ID	Drug	Y
"perospirone"	"O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1"	1
"perphenazine"	"OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"phenacetin"	"CCOc1ccc(NC(C)=O)cc1"	1
"phencyclidine"	"c1ccc(C2(N3CCCCC3)CCCCC2)cc1"	1
"phenformine"	"NC(N)=N/C(N)=N/CCc1ccccc1"	0
"phenobarbital"	"CCC1(c2ccccc2)C(=O)NC(=O)NC1=O"	0
"phenol"	"Oc1ccccc1"	0
"phenprocoumon"	"CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O"	0
"phensuximide"	"CN1C(=O)C[C@@H](c2ccccc2)C1=O"	0
"phenytoin"	"O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1"	0
"phenylbutazone"	"CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O"	0
"pilocarpine"	"CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C"	0
"pilsicaine"	"Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2"	0
"pimobendan"	"COc1ccc(-c2nc3cc(C4=NNC(=O)C[C@H]4C)ccc3[nH]2)cc1"	1
"pimozide"	"O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1"	1
"pinacidil"	"C[C@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C"	1
"pindolol"	"CC(C)NC[C@H](O)COc1cccc2[nH]ccc12"	0
"pioglitazone"	"CCc1ccc(CCOc2ccc(C[C@@H]3SC(=O)NC3=O)cc2)nc1"	1
"pipemidic-acid"	"CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21"	0
"piroxicam"	"CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O"	0
"plomestane"	"C#CC[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12"	0
"pramipexole"	"CCCN[C@H]1CCc2nc(N)sc2C1"	0
"pranidipine"	"COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1"	1
"prasterone"	"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O"	1
"pravastatin"	"CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21"	1
"praziquantel"	"O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1"	1
"prednisolone"	"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO"	1
"prednisone"	"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO"	1
"pregnenolone"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	1
"primaquine"	"COc1cc(N[C@@H](C)CCCN)c2ncccc2c1"	1
"proadifen"	"CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1"	0
"probenecid"	"CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1"	0
"procainamide"	"CCN(CC)CCNC(=O)c1ccc(N)cc1"	0
"progesterone"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C"	1
"promazine"	"CN(C)CCCN1c2ccccc2Sc2ccccc21"	1
"promethazine"	"C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C"	0
"propafenone"	"CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1"	1
"n-propanol"	"CCCO"	0
"propofol"	"CC(C)c1cccc(C(C)C)c1O"	1
"dextropropoxyphene"	"CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C"	0
"propranolol"	"CC(C)NC[C@H](O)COc1cccc2ccccc12"	1
"pyrantel"	"CN1CCCN=C1/C=C\c1cccs1"	0
"pyrilamine"	"COc1ccc(CN(CCN(C)C)c2ccccn2)cc1"	0
"pyrimethamine"	"CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1"	0
"quercetin"	"O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12"	1
"quetiapine"	"OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1"	1
"quinacrine"	"CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12"	0
"quinelorane"	"CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21"	0
"quinine"	"C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12"	1
"quinuprostin"	"CC[C@@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O"	0
"rabeprazole"	"COCCCOc1ccnc(C[S@@H](=O)c2nc3ccccc3[nH]2)c1C"	1
"raloxifene"	"O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12"	0
"ranitidine"	"CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1"	0
"ranolazine"	"COc1ccccc1OC[C@@H](O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1"	1
"rapamycin"	"CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCC[C@H](C2)C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C"	1
"rebamipide"	"O=C(N[C@H](Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1"	1
"reboxetine"	"CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1"	1
"remacemide"	"C[C@@](Cc1ccccc1)(NC(=O)CN)c1ccccc1"	0
"remoxipride"	"CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC"	0
"repaglinide"	"CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O"	1
"reserpine"	"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC"	0
"resiquimod"	"CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O"	1
"retinoic-acid"	"CC1=C(/C=C\C(C)=C/C=C\C(C)=C/C(=O)O)C(C)(C)CCC1"	1
"rifabutin"	"CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O"	1
"rifampin"	"CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N\N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H]1C"	1
"rifamycin-SV"	"CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H]1C"	0
"rifapentine"	"CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N\N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H]1C"	0
"riluzole"	"Nc1nc2ccc(OC(F)(F)F)cc2s1"	0
"risperidone"	"Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2"	1
"ritonavir"	"CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1"	1
"rofecoxib"	"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1"	0
"rogletimide"	"CC[C@@]1(c2ccncc2)CCC(=O)NC1=O"	0
"rokitamycin"	"CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(=O)CC"	0
"ropinirole"	"CCCN(CCC)CCc1cccc2c1CC(=O)N2"	1
"ropivacaine"	"CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C"	1
"roquinimex"	"CN(C(=O)c1c(O)n(C)c2ccccc2c1=O)c1ccccc1"	1
"rosiglitazone"	"CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1"	0
"rosuvastatin"	"CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)O"	0
"roxatidine"	"O=C(CO)NCCCOc1cccc(CN2CCCCC2)c1"	0
"roxithromycin"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O"	1
"rupatadine"	"Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1"	1
"salicylic-acid"	"O=C(O)c1ccccc1O"	1
"salmeterol"	"OCc1cc([C@H](O)CNCCCCCCOCCCCc2ccccc2)ccc1O"	1
"saquinavir"	"CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1"	1
"secobarbital"	"C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O"	0
"selegiline"	"C#CCN(C)[C@@H](C)Cc1ccccc1"	1
"seratrodast"	"CC1=C(C)C(=O)C([C@@H](CCCCCC(=O)O)c2ccccc2)=C(C)C1=O"	1
"sertaline"	"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21"	1
"sertindole"	"O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1"	1
"sevoflurane"	"FCOC(C(F)(F)F)C(F)(F)F"	1
"sibutramine"	"CC(C)C[C@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1"	1
"sildenafil"	"CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12"	1
"simvastatin"	"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21"	1
"sparteine"	"C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1"	0
"spironolactone"	"CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21"	0
"stiripentol"	"CC(C)(C)[C@@H](O)/C=C\c1ccc2c(c1)OCO2"	0
"sufentanil"	"CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1"	1
"sulconazole"	"Clc1ccc(CS[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1"	0
"sulfamoxol"	"Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1C"	0
"sulfasalazine"	"O=C(O)c1cc(/N=N\c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O"	0
"sulfadiazine"	"Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1"	1
"sulfadimethoxine"	"COc1cc(OC)nc(NS(=O)(=O)c2ccc(N)cc2)n1"	0
"sulfadoxine"	"COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC"	0
"sulfinpyrazone"	"O=C1C(CC[S@@H](=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1"	1
"sulfisoxazole"	"Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C"	0
"sulfamerazine"	"Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1"	0
"sulfamethoxazole"	"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1"	1
"sulfamethizole"	"Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1"	0
"sulfanilamide"	"Nc1ccc(S(N)(=O)=O)cc1"	0
"sulfaphenazole"	"Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1"	0
"sulfapyridine"	"Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1"	0
"sulfatroxazole"	"Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1C"	0
"sulindac"	"CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@@H](C)=O)cc1"	0
"sulpiride"	"CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC"	0
"suprofen"	"C[C@H](C(=O)O)c1cccc(C(=O)c2cccs2)c1"	0
"tacrine"	"Nc1c2c(nc3ccccc13)CCCC2"	0
"tacrolsimus"	"C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@@H]2O[C@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC"	1
"tadalafil"	"CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O"	1
"tamoxifen"	"CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1"	1
"tamsulosin"	"CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1"	1
"tasosartan"	"Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2"	1
"tauromustine"	"CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O"	1
"tazanolast"	"CCCCOC(=O)C(=O)Nc1cccc(-c2nnn[nH]2)c1"	0
"tazofelone"	"CC(C)(C)c1cc(C[C@H]2SCNC2=O)cc(C(C)(C)C)c1O"	1
"tegafur"	"O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F"	0
"tegaserod"	"CCCCC/N=C(\N)N/N=C\c1c[nH]c2ccc(CO)cc12"	0
"telmisartan"	"CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1"	0
"temazepam"	"CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21"	1
"teniposide"	"COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O"	1
"tenofovir"	"C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O"	0
"tenoxicam"	"CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O"	0
"terbinafine"	"CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12"	1
"terfenadine"	"CC(C)(C)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1"	1
"terguride"	"CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1"	1
"testolactone"	"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2"	0
"testosterone"	"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O"	1
"tetrahydrocannabinol"	"CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21"	1
"tetracycline"	"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"	0
"tezosentan"	"COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO"	0
"trifluoperazine"	"CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1"	0
"thalidomide"	"O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1"	0
"theobromine"	"Cn1cnc2c1c(=O)[nH]c(=O)n2C"	0
"theophyline"	"Cn1c(=O)c2[nH]cnc2n(C)c1=O"	1
"thiabendazole"	"c1ccc2[nH]c(-c3cscn3)nc2c1"	0
"thioridazine"	"CSc1ccc2c(c1)N(CC[C@@H]1CCCCN1C)c1ccccc1S2"	0
"thiotepa"	"S=P(N1CC1)(N1CC1)N1CC1"	0
"thiothixene"	"CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1"	0
"tiagabine"	"Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C"	1
"tiaramide"	"O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1"	0
"ticlopidine"	"Clc1ccccc1CN1CCc2sccc2C1"	1
"ticrynafen"	"O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl"	0
"timolol"	"CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1"	0
"timoprazole"	"O=[S@H](Cc1ccccn1)c1nc2ccccc2[nH]1"	0
"tinidazole"	"CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C"	1
"tioconazole"	"Clc1ccc([C@@H](Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1"	0
"tipranavir"	"CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)=C(O)O1"	1
"tirilazad"	"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1"	1
"tocainide"	"Cc1cccc(C)c1NC(=O)[C@H](C)N"	0
"tolbutamide"	"CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1"	0
"tolcapone"	"Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1"	1
"tolperisone"	"Cc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1"	0
"(+)-tolterodine"	"Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1"	1
"toluene"	"Cc1ccccc1"	0
"tomoxetine"	"CNCC[C@@H](Oc1ccccc1C)c1ccccc1"	1
"topiramate"	"CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1"	0
"toremifene"	"CN(C)CCOc1ccc(/C(=C(\CCCl)c2ccccc2)c2ccccc2)cc1"	1
"torsemide"	"Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1"	0
"tramadol"	"COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1"	1
"tranylcypromine"	"N[C@@H]1C[C@H]1c1ccccc1"	0
"trapidil"	"CCN(CC)c1cc(C)nc2ncnn12"	0
"trazodone"	"O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12"	1
"triazolam"	"Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2"	1
"trichloroethylene"	"ClC=C(Cl)Cl"	1
"trifluperidol"	"O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1"	0
"trimethadione"	"CN1C(=O)OC(C)(C)C1=O"	1
"trimetrexate"	"COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC"	1
"trimipramine"	"C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21"	1
"trimetazidine"	"COc1ccc(CN2CCNCC2)c(OC)c1OC"	0
"trimethoprim"	"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC"	1
"tripelennamine"	"CN(C)CCN(Cc1ccccc1)c1ccccn1"	0
"triprolidine"	"Cc1ccc(/C(=C/CN2CCCC2)c2ccccn2)cc1"	0
"trofosfamide"	"O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl"	1
"troglitazone"	"Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2"	1
"troleandomycin"	"CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O"	1
"tropisetron"	"CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2"	1
"valdecoxib"	"Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1"	1
"valproic-acid"	"CCCC(CCC)C(=O)O"	0
"valsartan"	"CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C"	0
"valspodar"	"C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C"	1
"vanoxerine"	"Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1"	1
"venlafaxine"	"COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1"	1
"verapamil"	"COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC"	1
"vesnarinone"	"COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC"	1
"vinblastine"	"CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1"	1
"vincristine"	"CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1"	1
"vindesine"	"CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1"	1
"vinorelbine"	"CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2"	1
"voriconazole"	"C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F"	1
"vorozole"	"Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21"	0
"S-(-)-warfarin"	"CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O"	1
"yohimbine"	"COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21"	1
"zafirlukast"	"COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12"	0
"zaltoprofen"	"C[C@@H](C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2"	0
"zatosetron"	"CN1[C@H]2CC[C@@H]1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2"	1
"zileuton"	"C[C@@H](c1cc2ccccc2s1)N(O)C(N)=O"	1
"ziprasidone"	"O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1"	1
"zolmitriptan"	"CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12"	0
"zolpidem"	"Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1"	1
"zonisamide"	"NS(=O)(=O)Cc1noc2ccccc12"	1
"zopiclone"	"CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1"	1
"zotepine"	"CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21"	1
"zoxazolamin"	"Nc1nc2cc(Cl)ccc2o1"	0
